numero,liste,resultat_2019,resultat_2014,pourcent_2019,pourcent_2014,evolution_en_pourcent,commune,lien,INS,Entités administratives,Langue,Administratieve eenheden,Province,Region
NA,MGJOD,-,2,-,"0,02%",-,Pont-à-Celles,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX52055,52055,Pont-à-celles,F,Pont-à-celles,Province du Hainaut,RÉGION WALLONNE
NA,PIRATE,-,85,-,"0,79%",-,Pont-à-Celles,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX52055,52055,Pont-à-celles,F,Pont-à-celles,Province du Hainaut,RÉGION WALLONNE
NA,R.W.F.,-,52,-,"0,49%",-,Pont-à-Celles,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX52055,52055,Pont-à-celles,F,Pont-à-celles,Province du Hainaut,RÉGION WALLONNE
NA,FW,-,97,-,"0,91%",-,Pont-à-Celles,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX52055,52055,Pont-à-celles,F,Pont-à-celles,Province du Hainaut,RÉGION WALLONNE
2,ECOLO,981,564,"9,83%","5,58%","+4,25%",Boussu,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53014,53014,Boussu,F,Boussu,Province du Hainaut,RÉGION WALLONNE
5,CDH,472,823,"4,73%","8,14%","-3,41%",Boussu,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53014,53014,Boussu,F,Boussu,Province du Hainaut,RÉGION WALLONNE
6,MR,752,1.173,"7,53%","11,61%","-4,07%",Boussu,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53014,53014,Boussu,F,Boussu,Province du Hainaut,RÉGION WALLONNE
7,PARTI POPULAIRE,358,369,"3,59%","3,65%","-0,06%",Boussu,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53014,53014,Boussu,F,Boussu,Province du Hainaut,RÉGION WALLONNE
9,VLAAMS BELANG,112,-,"1,12%",-,-,Boussu,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53014,53014,Boussu,F,Boussu,Province du Hainaut,RÉGION WALLONNE
11,DéFI,210,-,"2,10%",-,"+0,51%",Boussu,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53014,53014,Boussu,F,Boussu,Province du Hainaut,RÉGION WALLONNE
NA,FDF,-,161,-,"1,59%",-,Boussu,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53014,53014,Boussu,F,Boussu,Province du Hainaut,RÉGION WALLONNE
12,PTB,2.095,-,"20,99%",-,"+14,77%",Boussu,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53014,53014,Boussu,F,Boussu,Province du Hainaut,RÉGION WALLONNE
NA,PTB-GO !,-,629,-,"6,22%",-,Boussu,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53014,53014,Boussu,F,Boussu,Province du Hainaut,RÉGION WALLONNE
13,LISTES DESTEXHE,84,-,"0,84%",-,-,Boussu,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53014,53014,Boussu,F,Boussu,Province du Hainaut,RÉGION WALLONNE
17,PS,4.432,5.008,"44,40%","49,55%","-5,15%",Boussu,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53014,53014,Boussu,F,Boussu,Province du Hainaut,RÉGION WALLONNE
21,LA DROITE,88,92,"0,88%","0,91%","-0,03%",Boussu,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53014,53014,Boussu,F,Boussu,Province du Hainaut,RÉGION WALLONNE
22,PCB,21,-,"0,21%",-,-,Boussu,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53014,53014,Boussu,F,Boussu,Province du Hainaut,RÉGION WALLONNE
23,Lutte Ouvrière,98,53,"0,98%","0,52%","+0,46%",Boussu,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53014,53014,Boussu,F,Boussu,Province du Hainaut,RÉGION WALLONNE
24,Collectif Citoyen,147,-,"1,47%",-,-,Boussu,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53014,53014,Boussu,F,Boussu,Province du Hainaut,RÉGION WALLONNE
25,NATION,44,55,"0,44%","0,54%","-0,10%",Boussu,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53014,53014,Boussu,F,Boussu,Province du Hainaut,RÉGION WALLONNE
26,AGIR,87,-,"0,87%",-,-,Boussu,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53014,53014,Boussu,F,Boussu,Province du Hainaut,RÉGION WALLONNE
NA,MG,-,24,-,"0,24%",-,Boussu,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53014,53014,Boussu,F,Boussu,Province du Hainaut,RÉGION WALLONNE
NA,DEBOUT LES BELGES,-,602,-,"5,96%",-,Boussu,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53014,53014,Boussu,F,Boussu,Province du Hainaut,RÉGION WALLONNE
NA,NWA,-,39,-,"0,39%",-,Boussu,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53014,53014,Boussu,F,Boussu,Province du Hainaut,RÉGION WALLONNE
NA,RassemblementWalon,-,16,-,"0,16%",-,Boussu,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53014,53014,Boussu,F,Boussu,Province du Hainaut,RÉGION WALLONNE
NA,Faire place Nette,-,231,-,"2,29%",-,Boussu,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53014,53014,Boussu,F,Boussu,Province du Hainaut,RÉGION WALLONNE
NA,P+,-,43,-,"0,43%",-,Boussu,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53014,53014,Boussu,F,Boussu,Province du Hainaut,RÉGION WALLONNE
NA,B.U.B.,-,13,-,"0,13%",-,Boussu,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53014,53014,Boussu,F,Boussu,Province du Hainaut,RÉGION WALLONNE
NA,WALLONIE D'ABORD,-,73,-,"0,72%",-,Boussu,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53014,53014,Boussu,F,Boussu,Province du Hainaut,RÉGION WALLONNE
NA,MGJOD,-,10,-,"0,10%",-,Boussu,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53014,53014,Boussu,F,Boussu,Province du Hainaut,RÉGION WALLONNE
NA,PIRATE,-,74,-,"0,73%",-,Boussu,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53014,53014,Boussu,F,Boussu,Province du Hainaut,RÉGION WALLONNE
NA,R.W.F.,-,37,-,"0,37%",-,Boussu,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53014,53014,Boussu,F,Boussu,Province du Hainaut,RÉGION WALLONNE
NA,FW,-,18,-,"0,18%",-,Boussu,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53014,53014,Boussu,F,Boussu,Province du Hainaut,RÉGION WALLONNE
2,ECOLO,737,402,"7,14%","3,85%","+3,29%",Colfontaine,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53082,53082,Colfontaine,F,Colfontaine,Province du Hainaut,RÉGION WALLONNE
5,CDH,530,805,"5,13%","7,71%","-2,58%",Colfontaine,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53082,53082,Colfontaine,F,Colfontaine,Province du Hainaut,RÉGION WALLONNE
6,MR,768,1.163,"7,44%","11,15%","-3,71%",Colfontaine,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53082,53082,Colfontaine,F,Colfontaine,Province du Hainaut,RÉGION WALLONNE
7,PARTI POPULAIRE,338,499,"3,27%","4,78%","-1,51%",Colfontaine,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53082,53082,Colfontaine,F,Colfontaine,Province du Hainaut,RÉGION WALLONNE
9,VLAAMS BELANG,139,-,"1,35%",-,-,Colfontaine,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53082,53082,Colfontaine,F,Colfontaine,Province du Hainaut,RÉGION WALLONNE
11,DéFI,298,-,"2,89%",-,"+0,10%",Colfontaine,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53082,53082,Colfontaine,F,Colfontaine,Province du Hainaut,RÉGION WALLONNE
NA,FDF,-,291,-,"2,79%",-,Colfontaine,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53082,53082,Colfontaine,F,Colfontaine,Province du Hainaut,RÉGION WALLONNE
12,PTB,2.124,-,"20,58%",-,"+14,41%",Colfontaine,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53082,53082,Colfontaine,F,Colfontaine,Province du Hainaut,RÉGION WALLONNE
NA,PTB-GO !,-,643,-,"6,16%",-,Colfontaine,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53082,53082,Colfontaine,F,Colfontaine,Province du Hainaut,RÉGION WALLONNE
13,LISTES DESTEXHE,86,-,"0,83%",-,-,Colfontaine,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53082,53082,Colfontaine,F,Colfontaine,Province du Hainaut,RÉGION WALLONNE
17,PS,4.656,5.124,"45,10%","49,10%","-4,00%",Colfontaine,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53082,53082,Colfontaine,F,Colfontaine,Province du Hainaut,RÉGION WALLONNE
21,LA DROITE,114,110,"1,10%","1,05%","+0,05%",Colfontaine,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53082,53082,Colfontaine,F,Colfontaine,Province du Hainaut,RÉGION WALLONNE
22,PCB,29,-,"0,28%",-,-,Colfontaine,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53082,53082,Colfontaine,F,Colfontaine,Province du Hainaut,RÉGION WALLONNE
23,Lutte Ouvrière,111,81,"1,08%","0,78%","+0,30%",Colfontaine,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53082,53082,Colfontaine,F,Colfontaine,Province du Hainaut,RÉGION WALLONNE
24,Collectif Citoyen,223,-,"2,16%",-,-,Colfontaine,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53082,53082,Colfontaine,F,Colfontaine,Province du Hainaut,RÉGION WALLONNE
25,NATION,57,89,"0,55%","0,85%","-0,30%",Colfontaine,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53082,53082,Colfontaine,F,Colfontaine,Province du Hainaut,RÉGION WALLONNE
26,AGIR,113,-,"1,09%",-,-,Colfontaine,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53082,53082,Colfontaine,F,Colfontaine,Province du Hainaut,RÉGION WALLONNE
NA,MG,-,19,-,"0,18%",-,Colfontaine,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53082,53082,Colfontaine,F,Colfontaine,Province du Hainaut,RÉGION WALLONNE
NA,DEBOUT LES BELGES,-,671,-,"6,43%",-,Colfontaine,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53082,53082,Colfontaine,F,Colfontaine,Province du Hainaut,RÉGION WALLONNE
NA,NWA,-,24,-,"0,23%",-,Colfontaine,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53082,53082,Colfontaine,F,Colfontaine,Province du Hainaut,RÉGION WALLONNE
NA,RassemblementWalon,-,25,-,"0,24%",-,Colfontaine,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53082,53082,Colfontaine,F,Colfontaine,Province du Hainaut,RÉGION WALLONNE
NA,Faire place Nette,-,208,-,"1,99%",-,Colfontaine,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53082,53082,Colfontaine,F,Colfontaine,Province du Hainaut,RÉGION WALLONNE
NA,P+,-,80,-,"0,77%",-,Colfontaine,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53082,53082,Colfontaine,F,Colfontaine,Province du Hainaut,RÉGION WALLONNE
NA,B.U.B.,-,17,-,"0,16%",-,Colfontaine,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53082,53082,Colfontaine,F,Colfontaine,Province du Hainaut,RÉGION WALLONNE
NA,WALLONIE D'ABORD,-,72,-,"0,69%",-,Colfontaine,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53082,53082,Colfontaine,F,Colfontaine,Province du Hainaut,RÉGION WALLONNE
NA,MGJOD,-,6,-,"0,06%",-,Colfontaine,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53082,53082,Colfontaine,F,Colfontaine,Province du Hainaut,RÉGION WALLONNE
NA,PIRATE,-,54,-,"0,52%",-,Colfontaine,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53082,53082,Colfontaine,F,Colfontaine,Province du Hainaut,RÉGION WALLONNE
NA,R.W.F.,-,28,-,"0,27%",-,Colfontaine,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53082,53082,Colfontaine,F,Colfontaine,Province du Hainaut,RÉGION WALLONNE
NA,FW,-,24,-,"0,23%",-,Colfontaine,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53082,53082,Colfontaine,F,Colfontaine,Province du Hainaut,RÉGION WALLONNE
2,ECOLO,674,349,"7,34%","3,71%","+3,63%",Dour,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53020,53020,Dour,F,Dour,Province du Hainaut,RÉGION WALLONNE
5,CDH,1.267,2.015,"13,80%","21,44%","-7,63%",Dour,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53020,53020,Dour,F,Dour,Province du Hainaut,RÉGION WALLONNE
6,MR,805,1.109,"8,77%","11,80%","-3,03%",Dour,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53020,53020,Dour,F,Dour,Province du Hainaut,RÉGION WALLONNE
7,PARTI POPULAIRE,305,309,"3,32%","3,29%","+0,04%",Dour,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53020,53020,Dour,F,Dour,Province du Hainaut,RÉGION WALLONNE
9,VLAAMS BELANG,88,-,"0,96%",-,-,Dour,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53020,53020,Dour,F,Dour,Province du Hainaut,RÉGION WALLONNE
11,DéFI,194,-,"2,11%",-,"+0,71%",Dour,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53020,53020,Dour,F,Dour,Province du Hainaut,RÉGION WALLONNE
NA,FDF,-,132,-,"1,40%",-,Dour,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53020,53020,Dour,F,Dour,Province du Hainaut,RÉGION WALLONNE
12,PTB,1.537,-,"16,75%",-,"+12,68%",Dour,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53020,53020,Dour,F,Dour,Province du Hainaut,RÉGION WALLONNE
NA,PTB-GO !,-,382,-,"4,06%",-,Dour,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53020,53020,Dour,F,Dour,Province du Hainaut,RÉGION WALLONNE
13,LISTES DESTEXHE,77,-,"0,84%",-,-,Dour,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53020,53020,Dour,F,Dour,Province du Hainaut,RÉGION WALLONNE
17,PS,3.895,4.140,"42,44%","44,04%","-1,60%",Dour,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53020,53020,Dour,F,Dour,Province du Hainaut,RÉGION WALLONNE
21,LA DROITE,79,74,"0,86%","0,79%","+0,07%",Dour,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53020,53020,Dour,F,Dour,Province du Hainaut,RÉGION WALLONNE
22,PCB,20,-,"0,22%",-,-,Dour,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53020,53020,Dour,F,Dour,Province du Hainaut,RÉGION WALLONNE
23,Lutte Ouvrière,65,39,"0,71%","0,41%","+0,29%",Dour,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53020,53020,Dour,F,Dour,Province du Hainaut,RÉGION WALLONNE
24,Collectif Citoyen,72,-,"0,78%",-,-,Dour,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53020,53020,Dour,F,Dour,Province du Hainaut,RÉGION WALLONNE
25,NATION,37,34,"0,40%","0,36%","+0,04%",Dour,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53020,53020,Dour,F,Dour,Province du Hainaut,RÉGION WALLONNE
26,AGIR,63,-,"0,69%",-,-,Dour,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53020,53020,Dour,F,Dour,Province du Hainaut,RÉGION WALLONNE
NA,MG,-,9,-,"0,10%",-,Dour,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53020,53020,Dour,F,Dour,Province du Hainaut,RÉGION WALLONNE
NA,DEBOUT LES BELGES,-,370,-,"3,94%",-,Dour,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53020,53020,Dour,F,Dour,Province du Hainaut,RÉGION WALLONNE
NA,NWA,-,27,-,"0,29%",-,Dour,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53020,53020,Dour,F,Dour,Province du Hainaut,RÉGION WALLONNE
NA,RassemblementWalon,-,12,-,"0,13%",-,Dour,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53020,53020,Dour,F,Dour,Province du Hainaut,RÉGION WALLONNE
NA,Faire place Nette,-,193,-,"2,05%",-,Dour,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53020,53020,Dour,F,Dour,Province du Hainaut,RÉGION WALLONNE
NA,P+,-,37,-,"0,39%",-,Dour,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53020,53020,Dour,F,Dour,Province du Hainaut,RÉGION WALLONNE
NA,B.U.B.,-,14,-,"0,15%",-,Dour,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53020,53020,Dour,F,Dour,Province du Hainaut,RÉGION WALLONNE
NA,WALLONIE D'ABORD,-,53,-,"0,56%",-,Dour,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53020,53020,Dour,F,Dour,Province du Hainaut,RÉGION WALLONNE
NA,MGJOD,-,5,-,"0,05%",-,Dour,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53020,53020,Dour,F,Dour,Province du Hainaut,RÉGION WALLONNE
NA,PIRATE,-,55,-,"0,59%",-,Dour,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53020,53020,Dour,F,Dour,Province du Hainaut,RÉGION WALLONNE
NA,R.W.F.,-,31,-,"0,33%",-,Dour,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53020,53020,Dour,F,Dour,Province du Hainaut,RÉGION WALLONNE
NA,FW,-,11,-,"0,12%",-,Dour,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53020,53020,Dour,F,Dour,Province du Hainaut,RÉGION WALLONNE
2,ECOLO,1.316,541,"10,13%","4,45%","+5,68%",Frameries,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53028,53028,Frameries,F,Frameries,Province du Hainaut,RÉGION WALLONNE
5,CDH,1.339,1.395,"10,31%","11,49%","-1,18%",Frameries,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53028,53028,Frameries,F,Frameries,Province du Hainaut,RÉGION WALLONNE
6,MR,1.278,1.425,"9,84%","11,73%","-1,90%",Frameries,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53028,53028,Frameries,F,Frameries,Province du Hainaut,RÉGION WALLONNE
7,PARTI POPULAIRE,556,832,"4,28%","6,85%","-2,57%",Frameries,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53028,53028,Frameries,F,Frameries,Province du Hainaut,RÉGION WALLONNE
9,VLAAMS BELANG,121,-,"0,93%",-,-,Frameries,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53028,53028,Frameries,F,Frameries,Province du Hainaut,RÉGION WALLONNE
11,DéFI,373,-,"2,87%",-,"+1,11%",Frameries,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53028,53028,Frameries,F,Frameries,Province du Hainaut,RÉGION WALLONNE
NA,FDF,-,214,-,"1,76%",-,Frameries,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53028,53028,Frameries,F,Frameries,Province du Hainaut,RÉGION WALLONNE
12,PTB,2.457,-,"18,91%",-,"+13,43%",Frameries,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53028,53028,Frameries,F,Frameries,Province du Hainaut,RÉGION WALLONNE
NA,PTB-GO !,-,666,-,"5,48%",-,Frameries,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53028,53028,Frameries,F,Frameries,Province du Hainaut,RÉGION WALLONNE
13,LISTES DESTEXHE,109,-,"0,84%",-,-,Frameries,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53028,53028,Frameries,F,Frameries,Province du Hainaut,RÉGION WALLONNE
17,PS,4.922,5.648,"37,89%","46,51%","-8,62%",Frameries,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53028,53028,Frameries,F,Frameries,Province du Hainaut,RÉGION WALLONNE
21,LA DROITE,97,104,"0,75%","0,86%","-0,11%",Frameries,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53028,53028,Frameries,F,Frameries,Province du Hainaut,RÉGION WALLONNE
22,PCB,28,-,"0,22%",-,-,Frameries,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53028,53028,Frameries,F,Frameries,Province du Hainaut,RÉGION WALLONNE
23,Lutte Ouvrière,84,72,"0,65%","0,59%","+0,05%",Frameries,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53028,53028,Frameries,F,Frameries,Province du Hainaut,RÉGION WALLONNE
24,Collectif Citoyen,91,-,"0,70%",-,-,Frameries,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53028,53028,Frameries,F,Frameries,Province du Hainaut,RÉGION WALLONNE
25,NATION,43,43,"0,33%","0,35%","-0,02%",Frameries,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53028,53028,Frameries,F,Frameries,Province du Hainaut,RÉGION WALLONNE
26,AGIR,176,-,"1,35%",-,-,Frameries,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53028,53028,Frameries,F,Frameries,Province du Hainaut,RÉGION WALLONNE
NA,MG,-,18,-,"0,15%",-,Frameries,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53028,53028,Frameries,F,Frameries,Province du Hainaut,RÉGION WALLONNE
NA,DEBOUT LES BELGES,-,520,-,"4,28%",-,Frameries,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53028,53028,Frameries,F,Frameries,Province du Hainaut,RÉGION WALLONNE
NA,NWA,-,16,-,"0,13%",-,Frameries,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53028,53028,Frameries,F,Frameries,Province du Hainaut,RÉGION WALLONNE
NA,RassemblementWalon,-,25,-,"0,21%",-,Frameries,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53028,53028,Frameries,F,Frameries,Province du Hainaut,RÉGION WALLONNE
NA,Faire place Nette,-,235,-,"1,94%",-,Frameries,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53028,53028,Frameries,F,Frameries,Province du Hainaut,RÉGION WALLONNE
NA,P+,-,206,-,"1,70%",-,Frameries,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53028,53028,Frameries,F,Frameries,Province du Hainaut,RÉGION WALLONNE
NA,B.U.B.,-,12,-,"0,10%",-,Frameries,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53028,53028,Frameries,F,Frameries,Province du Hainaut,RÉGION WALLONNE
NA,WALLONIE D'ABORD,-,67,-,"0,55%",-,Frameries,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53028,53028,Frameries,F,Frameries,Province du Hainaut,RÉGION WALLONNE
NA,MGJOD,-,7,-,"0,06%",-,Frameries,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53028,53028,Frameries,F,Frameries,Province du Hainaut,RÉGION WALLONNE
NA,PIRATE,-,57,-,"0,47%",-,Frameries,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53028,53028,Frameries,F,Frameries,Province du Hainaut,RÉGION WALLONNE
NA,R.W.F.,-,29,-,"0,24%",-,Frameries,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53028,53028,Frameries,F,Frameries,Province du Hainaut,RÉGION WALLONNE
NA,FW,-,12,-,"0,10%",-,Frameries,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53028,53028,Frameries,F,Frameries,Province du Hainaut,RÉGION WALLONNE
2,ECOLO,280,169,"7,11%","4,25%","+2,85%",Hensies,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53039,53039,Hensies,F,Hensies,Province du Hainaut,RÉGION WALLONNE
5,CDH,258,348,"6,55%","8,76%","-2,21%",Hensies,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53039,53039,Hensies,F,Hensies,Province du Hainaut,RÉGION WALLONNE
6,MR,413,563,"10,48%","14,17%","-3,68%",Hensies,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX53039,53039,Hensies,F,Hensies,Province du Hainaut,RÉGION WALLONNE
